cluster,article_count,cluster_subject_en,coherent,confidence,rationale,model,prompt_version,context_hash,representative_titles,approved_cluster_subject_en,review_status,review_notes
p_7,54,TV charity fundraising campaign,True,high,"The cluster overwhelmingly covers the annual TV-aksjonen campaign and its local fundraising events, including relays, auctions, flea markets, school collections and donation totals. A few representative articles appear peripheral, but they fit the broader charity-event context.",gpt-5.6-sol,contextual-cluster-label-v1,7909d79bc0e631e39e86cec6aad610b2975513500954693545a05d4b1996446b,"[""Hurray for us!"", ""Creative polar-bear-themed hats at Wifal"", ""Ran for a Good Cause"", ""Singing out for the fire victims"", ""Raised almost NOK 50,000 on the first day"", ""TV Campaign Gets Underway"", ""“Now I want to take one autumn off,” says Anne Lise (71)"", ""“There are some really exciting items today”"", ""No coronavirus effect on generosity"", ""Bought the polar bear skin"", ""Record proceeds from flea market"", ""No Governor’s Car Wash This Year"", ""TV Campaign Passes One Million"", ""TV fundraising campaign gets under way this weekend"", ""TV Charity Auction Raises More Than NOK 500,000"", ""Well Over One Million Kroner for the TV Campaign"", ""Polar Bear Hide Among This Year’s Auction Highlights"", ""Auctioned Off Cups Featuring Nude Bodies"", ""Selling Mourning Bands"", ""A Flea Market After All""]",TV charity fundraising campaign,approved,Generated English label approved.
p_70,83,Police incident reports,True,medium,"The cluster consists mainly of brief police-log reports about accidents, rescues, evacuations, public disorder, traffic checks, and safety enforcement handled by the Governor’s authorities. The Polarsyssel sailing article is a minor outlier.",gpt-5.6-sol,contextual-cluster-label-v1,3add16c4e98ae4e1d17557120841a979a71791dcf63c9f3082b434e019de87ab,"[""Airlifted after snowmobile accident"", ""Emergency beacon activated near Newtontoppen"", ""Driver Unhurt after Truck Overturns"", ""Person to Be Evacuated from “Lance”"", ""Found that someone had crashed into the car"", ""Order Issued After Inventive Scaffolding"", ""One caught in alcohol check"", ""Young Man Suffered Frostbite to His Toes"", ""Setting Sail After the Season Ends"", ""Completely drunk and completely lost"", ""Arrested after drunken disorder"", ""Tested the signal pistol"", ""Two drunk men fight"", ""When Police Checked the Tour Group, Many Failed the Breathalyzer Test"", ""The Governor Had to Assist"", ""Had to Be Evacuated"", ""Reminder to Buckle Up"", ""Arrested Overnight"", ""Governor of Svalbard Had to Rescue Snowmobile Rider"", ""Injured in snowmobile accident""]",Police incident reports,approved,Generated English label approved.
p_71,51,Svalbard Brewery,False,medium,"The dominant subject is Svalbard Brewery—its beer production, new products, exports, sales rules, events, and expansion. However, the cluster also includes distinct stories about alcohol-card regulation, bottled water, retail and café ventures, a BBC documentary, food festivals, immigration, and recycling, so it does not form a single coherent topic.",gpt-5.6-sol,contextual-cluster-label-v1,74919af8c8ba6c4cceb01dbc4926ba1ba818d779e43cc58772755da3050790cd,"[""Burns Waste and Could Provide District Heating"", ""Has been told no to alcohol for 30 years"", ""Awarded the world’s best"", ""Applauded BBC series about Svalbard"", ""Celebrates with Moomin deal"", ""Growing knowledge of fine spirits"", ""Lamb kebab and chicken skewers were the favorites"", ""From International Force to Unwanted Foreigner"", ""Only Air Passengers Can Buy Alcohol"", ""Hopes This Proposal Will Mean Cheaper Beer"", ""Brewing Something Bigger"", ""Take Off with Svalbard Brewery"", ""Fruene gets a multimillion-kroner makeover"", ""Great success for Women and Beer"", ""You can buy this in stores today"", ""Mine-Inspired Beer from Svalbard Brewery"", ""Going big on exports"", ""Honouring the Tourism Director With His Own Beer"", ""Deposit-return scheme under consideration"", ""Uncovering “moving-out negligence”""]",Svalbard Brewery,approved,Generated English label approved.
p_72,21,Drinking water contamination,True,high,"The cluster overwhelmingly covers drinking-water safety incidents, especially Legionella contamination, chlorination, testing, public warnings, and elevated fluoride levels. Brewery shutdown and emergency-supply stories are part of the same water-quality context. The customs-inspection article is an isolated outlier.",gpt-5.6-sol,contextual-cluster-label-v1,6943266a580a8361dd8732cb9149577e0b8f4ca4b3909b81c65d5a87e71c98fa,"[""Fluoride Detected in Drinking Water: “The Level Is Exceptionally High”"", ""Back at full speed after shutdown"", ""Much legionella work remains"", ""“We’re Not Very Concerned”"", ""Agreement reached on emergency water supply"", ""Major operation in Svalbard"", ""Visitors Will Not Be Automatically Notified About Legionella"", ""Lifts advice not to drink tap water"", ""Has faced Legionella problems since 2021"", ""Legionella Detected in All Water Samples"", ""Uncertain when the water can be declared safe"", ""Advised Not to Drink Tap Water"", ""High demand for water"", ""Buying Showerheads for the Swimming Pool"", ""New legionella findings"", ""Chlorine to eliminate Legionella"", ""“We’ll keep at it until the facility is declared clear”"", ""Disinfection of Elevated Water Reservoir to Begin Next Week"", ""The water will smell and taste of chlorine"", ""“We are testing solely as a precaution”""]",Drinking Water Safety,approved,English label revised during manual review.
p_73,68,Maritime Safety and Regulation,False,medium,"The dominant subject is passenger-ship and cruise safety, especially emergency preparedness, vessel-size limits, and regulation. However, the cluster also contains unrelated boating and shipping stories about sightseeing trips, private yachts, vessel repairs, cargo loss, legal cases, and even a cabin allocation, so it does not form a fully coherent topic.",gpt-5.6-sol,contextual-cluster-label-v1,ebcb9f0d52035c30cfda0ede45bc2054cf67d7842b81a401403d48d5b3200379,"[""6,000 passengers with two helicopters?"", ""Whale-watching from a catamaran"", ""To chair cruise committee"", ""“A very sorry state”"", ""Wanted to spend the winter alone in a sailboat – flatly refused"", ""They Believe Size Restrictions Must Be Discussed"", ""Monitoring developments in cruise traffic"", ""Too High a Risk"", ""More funding for the Governor"", ""Hurtigruten fined millions after outbreak"", ""Governor: “We must focus on prevention to ensure adequate preparedness”"", ""No Large Cruise Ships to Longyearbyen and Svalbard!"", ""Lost on Every Count"", ""Right to Tighten Safety Requirements for Ships"", ""Investigation Still Ongoing"", ""Svalbard Turn gets two rental cabins"", ""Discussed new regulations for passenger ships"", ""Lost cargo in storm"", ""“Vessels linked to cruising, tourism and research”"", ""Here is the Google chief’s boat""]",Maritime Safety and Regulation,approved,Generated English label approved.
p_74,46,Longyearbyen small businesses,True,medium,"The articles consistently cover local shops, restaurants, delivery services, kiosks, and shopping-centre tenants, especially at Lompensenteret, including openings, closures, management, premises, and pandemic pressures. The cluster extends beyond the shopping centre itself, so a broader local-business label is more accurate.",gpt-5.6-sol,contextual-cluster-label-v1,52f9745a888afeb3ab01e9acd13c66a2ac73e59fcf112821009e41c6c8dce3ec,"[""Lompen shops get rent deferrals"", ""Alcohol to Be Served at the Mix Kiosk"", ""Bringing late-night food back to town"", ""Sushi in the tin house"", ""“The worst-case scenario is that the shop has to close altogether”"", ""Delivery Firm Sees Traffic Triple"", ""Late-night food for everyone"", ""Delivering Food to Svalbard Residents"", ""“We’ve received so many inquiries about when it will open”"", ""The Center Wanted Him Gone—Now There’s Hope After All"", ""The Kiosk Has New Owners"", ""“Thank you so much for the coronavirus support”"", ""“All of Svalbard is grinding to a halt”"", ""More tenants at Lompensenteret"", ""“There Are Many New Challenges Here”"", ""Lompen’s lifestyle success"", ""Closing the Shop"", ""Little damage after leak"", ""Little damage after leak"", ""The Shopping Centre Plan Is Set""]",Longyearbyen small businesses,approved,Generated English label approved.
p_75,68,Local dining scene,True,high,"The cluster consistently covers restaurants, pubs and cafés, including openings and closures, labor conditions, alcohol rules, awards, food festivals and dining events. A few venue-based community stories are peripheral but still tied to local hospitality establishments.",gpt-5.6-sol,contextual-cluster-label-v1,b31f1c2234453b43948e3155c3d39ca1f796b8731b640a18e78b40d5eb75b785,"[""They Feel Exploited"", ""Polarriggen Invites People to Light Candles"", ""Has a bottle worth NOK 195,000"", ""“Revenue Vanishes Overnight When Alcohol Service Stops”"", ""Music Trio at Shang-Po-Lar"", ""Opening draws closer"", ""“We’re ready to reopen”"", ""Did you see who won this year’s competition?"", ""Karlsberger Closes"", ""More of the same?"", ""Three weekends without KB"", ""“This really is a big dream for me”"", ""“The Same People Come Every Time—and at the Same Time”"", ""Crisis for restaurants and bars"", ""A Little Piece of Norway Gathered on Svalbard"", ""Ready for another popup at Mine 3"", ""– It is served"", ""Triple award for Kroa"", ""“Would you like a fish cake?”"", ""It will (probably) be a food festival""]",Local dining scene,approved,Generated English label approved.
p_76,62,Environmental Protection Fund,True,high,"The cluster consistently centers on the fund’s grant allocations, applications, environmental levy, governance, and projects receiving support. A few articles focus primarily on individual environmental or visitor-information projects, but these fit the broader funding context.",gpt-5.6-sol,contextual-cluster-label-v1,0cfc85358d9b7cc27ec7086e45426e96ff9a55fea823b9568c619182607780d3,"[""NOK 9.1 million for environmental protection measures"", ""Clean It Up Now!"", ""30 applied for job at Svalbard Environmental Protection Fund"", ""Visitor Centre Scaled Back"", ""Wind shelter installed at Hotellneset"", ""More than one million kroner spent on project—now they get funding to hire"", ""Wants to change the Environmental Protection Fund"", ""Enhancing the Visitor Experience"", ""More than one million kroner spent on project—now they get funding to hire"", ""How the Svalbard Environmental Protection Fund Is Used"", ""“A catastrophe for the Longyearbyen community”"", ""Increase in Svalbard environmental levy: An opportunity to fund public goods in Longyearbyen"", ""Received Funding for Rooftop Solar Collectors"", ""Public Party and Fantastical Sums?"", ""Not satisfied with the quality"", ""See Who Is Receiving Money From the Environmental Protection Fund"", ""See Who Is Receiving Money"", ""Pyramiden Wins Big from Environmental Protection Fund"", ""“Time to Raise the Environmental Fee to at Least NOK 250”"", ""Emergency staircase is the next step""]",Environmental Protection Fund,approved,Generated English label approved.
p_77,30,Cabin plots,True,high,"The cluster is dominated by the planning, allocation, development, relocation, and hazard assessment of cabin plots and cabin areas. A few articles about warming huts, building insulation, and road access are peripheral outliers but do not outweigh the clear shared subject.",gpt-5.6-sol,contextual-cluster-label-v1,a8d5d8b967056d204031b3d8478391fc9d333b6ec718014b2b57a563396c695a,"[""New Cabin Plots on the Way"", ""Coop Transfers Cabin Plot to Steve Holding"", ""No Warm-Up Cabin in Hiorthamn—for Now"", ""“It would be absolutely fantastic to have such a facility”"", ""Not allowed to add insulation"", ""Road reopened"", ""“There are many good suggestions for how the cabin plots can be allocated”"", ""“SNSK gave people false hopes of getting a cabin plot”"", ""Avinor Concerned About Solar Panels and Wind Turbines"", ""Avalanche-Prone Cabins Found"", ""New Cabin Plots Before 2021"", ""19 cabin plots available – but only six advertised"", ""Cabin Plot Allocations Announced—Several Celebrate"", ""Tighter Cabin Construction Approved"", ""The Cabin Trip of the Century"", ""“A time-consuming merry-go-round”"", ""25 Applications for Cabin Plots—See the Full List"", ""Vindodden Plots First in Line"", ""Surveying Cabin Areas"", ""When the Ministry of Trade and Fisheries Lost Focus""]",Cabin plots,approved,Generated English label approved.
p_78,95,Boat Incidents and Rescues,True,medium,"Most articles concern boats or ships in distress, accidents, fires, groundings, assistance, and related search-and-rescue work. A minority cover routine boat trips, sailing profiles, or life aboard vessels, making the cluster somewhat broader than the label.",gpt-5.6-sol,contextual-cluster-label-v1,394c1c45dbb8f7e61a2f7578fc4ce1cdd5f9a00d3284470801ecb12ee3123263,"[""“Noorderlicht” runs aground in Trøndelag"", ""Unis Fined after This Trip"", ""Escapes a fine"", ""Boat taking on water near Pyramiden"", ""Sailboat Nearly Sank"", ""Fire on Deck"", ""The boat caught fire and began taking on water—now it will carry mining tourists"", ""Got Married Aboard KV “Svalbard”"", ""The Rescue Mission at the Top of the World"", ""There are almost no women in this industry"", ""MS “Malmö” Is Moving"", ""Boat Trip for the Children in Barentsburg"", ""Boat receives assistance"", ""Sailboat Took on Water"", ""That’s How Mats (23) Discovered Photography and Sailing"", ""Danish sailing ship takes on water after onboard fire"", ""Geir-Arne Sørensen responds to Odd Jarle Borch"", ""Boat Trip on Longyearbyen’s Warmest Day"", ""Concerned About Wildlife"", ""Young and Fearless Expedition Leader""]",Boat Incidents and Rescues,approved,Generated English label approved.
p_79,41,Northguider grounding and salvage,True,high,"The cluster overwhelmingly covers the Northguider’s grounding in Hinlopen Strait, the emergency response, fuel removal, wreck salvage, delays, and resulting costs and legal claims. A few articles concern broader maritime accidents or spill preparedness, but they are minor outliers within a clear central subject.",gpt-5.6-sol,contextual-cluster-label-v1,3c8b24e7e5b4a3ec4b48892e235f65c070b9e0eb48a83f0df233dec2d59757ae,"[""Not deterred by the Hinlopen Strait accident"", ""Unis accident under investigation"", ""“Well Under Way”"", ""Returning to Longyearbyen—without “Northguider”"", ""“I am both grateful and relieved”"", ""There must be consequences"", ""Better Equipped to Handle Spills"", ""“A big THANK YOU from Northguider!”"", ""“The Weather Is the Wild Card in the Rescue Operation”"", ""Major Movement on the “Northguider”"", ""They Have Reached the Stricken Vessel, but Weather Prevents Them from Boarding"", ""Returning to Longyearbyen for Planning"", ""Expects a lengthy operation to remove 300,000 litres of diesel"", ""A Shrimp Trawler Causing Trouble"", ""Salvage company must come up with a new plan—now"", ""Losing Valuable Time Removing the Wreck in Hinlopen"", ""Losing Valuable Time Removing the Wreck in Hinlopen"", ""Salvage company unable to do more this autumn"", ""State Demands Its Money Back"", ""Movement Ban Introduced in Hinlopen""]",Northguider grounding and salvage,approved,Generated English label approved.
p_8,40,PFAS contamination cleanup,False,medium,"Most articles concern PFAS pollution from airport firefighting foam, its effects near the equestrian centre, and cleanup orders imposed on Avinor. However, the cluster also includes separate stories about Mine 7 remediation, harbour pollution, wastewater rules, and memorials for Jørn Dybdahl, so it is not fully coherent.",gpt-5.6-sol,contextual-cluster-label-v1,792d35ae48f3bc20916c87df065c8ddc6360f4a81d25a92020a3cda30c46a378,"[""Permission Granted for Multi-Year Work in the Small-Boat Harbour"", ""Must remove traces of Mine 7"", ""In Memory of Jørn Dybdahl"", ""Laying Eggs Full of Toxins"", ""A Surfer’s Final Wave"", ""Threatened with compulsory fines"", ""Found Five Irregularities at the Training Site and Wants the Waste Removed"", ""“I will miss all the wonderful conversations with him”"", ""The rebel who never gives up"", ""The one who pollutes must clean up"", ""This Is Now Illegal"", ""“The Fact That No One Told Us Is a Scandal”"", ""Must Dig Up Hazardous Environmental Pollutant"", ""“Nothing Is Being Done to Clean It Up”"", ""Clear Message to Avinor: “Strongly Criticised”"", ""The PFAS contamination on Svalbard will be removed"", ""“Putting Cost Ahead of Environmental Concerns”"", ""Toxic Substances Are Not Being Removed—the Plan Is Delayed"", ""“Will Lead to Increased Costs”"", ""“We have to clean up pollution caused by others”""]",PFAS contamination cleanup,approved,Generated English label approved.
p_80,30,Mine 7 operations,True,high,"The cluster is dominated by reporting on Mine 7’s coal production, flooding, pumping, shutdown and restart, profitability, staffing, and management. A few articles concern related Svea logistics or mining personnel, but they remain peripheral to the clear operational focus on Mine 7.",gpt-5.6-sol,contextual-cluster-label-v1,d6dcc3bb74320d5b763dc404bb1142d9a6488d2ee3cabb42ad7cc5ea1209e573,"[""Pumps restarted at Mine 7"", ""Coal Ships Coming One After Another"", ""The Snowmobile Is Vidar’s “Lifeboat”"", ""Eight employees transferred to Svea"", ""Hopes for a Short Mining Hiatus"", ""One year after the shock announcement, Mine 7 is heading for its best result ever"", ""Without a Filter"", ""Per Nilssen moves on to Rana Gruver"", ""Destroyed Half a Tonne of Explosives"", ""Energiverket Sets Record on a Special Day"", ""“We’re Not in Control”"", ""“The landslide took us by surprise”"", ""No start-up yet"", ""Working to get the final pieces in place"", ""Becomes Mine Manager at Sydvaranger"", ""“More Serious Than Assumed”"", ""“The Outer Half Is Inaccessible”"", ""“Talk About Million-Krone Costs”"", ""Mine 7 Is Mining Coal Again"", ""“We’re under a lot of pressure now”""]",Mine 7 operations,approved,Generated English label approved.
p_81,41,Longyearbyen Port,True,high,"The cluster is overwhelmingly about Longyearbyen’s port infrastructure, operations, fees, cruise traffic, quays and harbour management. A few representative articles appear to be incidental outliers, but the dominant topic is clear.",gpt-5.6-sol,contextual-cluster-label-v1,398a39d52e898208965955176bb226b712730603f49f71314968dd6210165ee5,"[""“For this price, the harbour should have been better equipped”"", ""“A proper landmark building”"", ""Drift ice fills the harbor and causes trouble for smaller boats"", ""Half-Million-Kroner Sauna Takes a Dip"", ""Another wheel loader goes off the road"", ""Gets approval to build maintenance hall and warehouse at the port"", ""Plans to provide transport for cruise ships"", ""Hearing at the Storting"", ""Floating quay tender postponed"", ""“The goal is to reopen on March 1”"", ""Plans to move the new floating quay"", ""Spent almost NOK 400,000 on travel"", ""Going for a floating quay"", ""“Longyearbyen Should Be the World’s Most Expensive Port”"", ""Preparing for Much More Traffic"", ""Public facilities building is in place"", ""Creating a Solution to the Dock Chaos"", ""Port Could Lose Revenue"", ""“It’s like drawing a line through most of what we do”"", ""Tourist Quay to Be Extended""]",Longyearbyen Port,approved,Generated English label approved.
p_82,49,Alcohol Licensing,False,medium,"Most articles concern liquor licences, alcohol-serving rules and political decisions affecting licensed venues. A substantial second group instead covers the tender, lease and legal dispute over operating Café Rabalder, while a few coronavirus-related business stories are unrelated. “Alcohol Licensing” is therefore the least misleading label, but the cluster is not fully coherent.",gpt-5.6-sol,contextual-cluster-label-v1,ff7507755dd810cd01458ed58953b2501e53b928a1b0bdbe9668e26306142de1,"[""“The agreement has been perceived as subsidised”"", ""Runs Online Store After Salon Closure"", ""No One Knows How Much Alcohol Is Served"", ""This is where nightlife was saved"", ""Appeals Rejection of Serving Licence"", ""No One Knows How Much Alcohol Is Served"", ""“At least now we have the chance to try”"", ""A Booze License Bonanza"", ""“Children and Young People Shouldn’t Feel Unsafe Going to the Library”"", ""Proposes alcohol-serving fee and tougher penalties"", ""Gets first-round approval to serve more alcohol"", ""No beer on the snowcat"", ""“People Must Be Able to Expect Clear Messages”"", ""Yes to change of concept for Tio Monchos"", ""Few interested in running Rabalder"", ""The tender for operating Rabalder is now ready"", ""Received Its First Rent Payment"", ""Rabalder heads for court"", ""Has Paid Just Over NOK 300,000 in Rent"", ""Million-kroner compensation claim over café contract""]",Alcohol Licensing and Café Leases,approved,English label revised during manual review.
p_83,34,Population Trends,False,medium,"Most articles concern population totals, migration, demographic composition, and Statistics Norway data. However, the cluster also includes a distinct group on coronavirus relief, local budgets, business support, and employment, plus unrelated items on top earners and employee medals.",gpt-5.6-sol,contextual-cluster-label-v1,93926f95907dd6cea7bca734eb11d0c22df19c581c92ce068e45eb76b5125478,"[""Fewer People Now Live in Svalbard"", ""Demands a New Svalbard Package"", ""Employment declines"", ""“A good budget, as expected”"", ""— Answer on emergency package will come later"", ""Nearly 300 have moved away"", ""Finding Assignments for Local Businesses"", ""Almost 3,000 residents on Svalbard"", ""Biggest Population Growth in Ten Years"", ""Statistics Norway used incorrect figures in Svalbard statistics"", ""More foreigners and elderly people"", ""We have never had more residents"", ""Never Have So Few People Lived in the Russian Settlements"", ""We’re Still Growing"", ""Svalbard minister keeping a close eye on population figures"", ""Women Are Catching Up"", ""Fewer Young Children"", ""There Are 2,939 of Us"", ""Few Women Among Top Earners"", ""Medals Galore for Loyal Servants""]",Population Trends,approved,Generated English label approved.
p_84,190,Longyearbyen local politics,True,high,"The cluster consistently covers Longyearbyen’s political parties, local election campaigns and results, council representation, coalition negotiations, candidates, and party policy proposals. A few profiles and opinion pieces remain closely tied to the same local political sphere.",gpt-5.6-sol,contextual-cluster-label-v1,8502e3fb10ebddda661a9b3f31d266239896d9f5efa6419c57cee8e27dea8085,"[""Labour Won the Most Votes and Seats"", ""Power and the People"", ""Political luxury in Svalbard"", ""Why a Desire to Stay—and Why Choose the Conservatives?"", ""A chance to contribute and make your voice heard!"", ""Calls for More School Buses"", ""Starting a Local Progress Party Branch"", ""Vote for the Progress Party—and you’ll get this:"", ""Labour, the Conservatives and the Progress Party wanted to boycott Svalbardposten"", ""Defiance rooted in values"", ""The art of swallowing your morning coffee"", ""See Who Is Standing for Venstre"", ""Longyearbyen FrP and Local Politics"", ""The art of swallowing camels"", ""Longyearbyen Deserves a New Council"", ""Labour Is the Largest Party"", ""There Will Be a Battle for the Top Spot"", ""Parties gear up for local battle for your vote"", ""Separating the Wheat from the Chaff"", ""Cooperation""]",Longyearbyen local politics,approved,Generated English label approved.
p_85,74,COVID-19 public health response,True,high,"The articles consistently cover the local pandemic response, including vaccination, testing, quarantine, infection-control measures, case monitoring, and health-service preparedness.",gpt-5.6-sol,contextual-cluster-label-v1,bc60edb542178cd45a258dc68611619cf11eeabeff8b4a3d54c6546db2b1792a,"[""“Celebrate Halloween and Go to the Christmas Party”"", ""Emergency Preparedness Council Called In"", ""Pfizer or Moderna as Second Dose"", ""“We Have Felt Safe”"", ""Fears Fewer Tourists Will Come if Testing Regime Is Scrapped"", ""This Is How the Longyearbyen Vaccination Programme Will Work"", ""A Jab for a Brighter Future—or Was It Such a Good Idea?"", ""Healthcare Workers Vaccinated"", ""Had considered its own local measures"", ""Many Infected with Coronavirus"", ""“Fantastic”"", ""Ordered 600 doses"", ""A Handful of Visitors in Quarantine"", ""“I don’t want you to come to Svalbard unvaccinated”"", ""Face Masks to Become Mandatory"", ""“The Vaccine Will Not Eliminate Infection-Control Measures”"", ""“We Would Like to Hear from Everyone Who Tests Positive”"", ""“We’ve Had to Make Quick Decisions All the Way”"", ""Higher infection risk—but no cause for alarm"", ""Residents Also Infected on the Mainland This Summer""]",COVID-19 public health response,approved,Generated English label approved.
p_86,74,Svalbard COVID-19 restrictions,True,high,"The articles consistently cover pandemic controls affecting Svalbard, especially pre-departure testing, quarantine, entry rules, charter-flight bans, vaccination and the easing or lifting of measures.",gpt-5.6-sol,contextual-cluster-label-v1,9979a0883bc8d14f82278790319c61db5f69288655aa41353fd3a3b28be6a257,"[""Residents risk having their journey home delayed"", ""We are closely monitoring the coronavirus situation"", ""A fee for travelling to Svalbard, but free travel to Europe?"", ""Show Respect and Be Considerate"", ""“We Cannot Overburden the Hospital”"", ""Stopped an infected group of travellers"", ""It’s becoming comical now"", ""No Decision on Who Will Pay the Testing Bill"", ""“They Must Arrange the Test Themselves”"", ""Svalbard Travellers Can Get Tested Here"", ""This applies to travellers to and from Svalbard"", ""The Governor Wants to Keep It"", ""These Are the Few Answers Svalbardposten Has Received"", ""Adult Recreational Sports Can Resume"", ""“The measures are coming too late”"", ""Relaxed rules on testing before departure to Svalbard"", ""“Does not discourage leisure travel”"", ""The Last COVID Measures Were Lifted Overnight"", ""“The practice is quite simply outrageous”"", ""Svalbard Charter Ban Continues""]",Svalbard COVID-19 restrictions,approved,Generated English label approved.
p_87,87,Longyearbyen local governance,True,high,"The articles consistently concern Longyearbyen’s local democratic institutions, including voting rights, council politics, administrative decisions, budgets, public meetings, and municipal-style services.",gpt-5.6-sol,contextual-cluster-label-v1,3a3264da53d1cea6e5f7c4af33092ceb53c5ba6682949e9f4071d4c6e0f4a6ba,"[""Denied the vote despite more than three years living on the mainland"", ""Protecting children and young people"", ""Warns against Facebook groups"", ""LL to Increase Its Debt Significantly"", ""Working Life in Longyearbyen"", ""Rejected one application but approved the other"", ""Strong reaction to LL’s proposed cuts to opening hours"", ""A Poor Attempt by Nordlys"", ""Municipality or not?"", ""Further Overspending Despite Cost-Cutting Measures"", ""Questions Raised About Municipal Finances"", ""“Too much backroom compromise”"", ""Travel Expenses to Be Covered"", ""On the proposal to change voting-rights rules for foreign citizens"", ""“The Desire to Engage in Politics Is Diminishing”"", ""“We Are Entering a Time of Challenges and Opportunities That Require Wisdom, Cooperation and Determination”"", ""Farewell, democracy"", ""Open Letter to Justice Minister Emilie Mehl"", ""“Foreigners Are More Satisfied”"", ""Olsen Explained, Apologised—and Was Forgiven""]",Longyearbyen local governance,approved,Generated English label approved.
p_88,58,NAV unemployment benefit cases,False,low,"The strongest recurring subject is NAV’s handling of unemployment and benefit claims, including disputed decisions, repayments and back pay. However, many articles instead concern municipal budget cuts, cultural facilities, youth services, public communication, domestic violence and local appointments, so the cluster does not represent a single coherent topic.",gpt-5.6-sol,contextual-cluster-label-v1,7d56420478c9b354f5ed28874e7d0dca60f66528ced840dfa04f3a715a55b3f4,"[""“We must leave no stone unturned to find a solution”"", ""“Faceless Statements Are the Problem”"", ""“Appears unreasonable”"", ""“Svalbard a Haven for Abusers”"", ""“We would gladly challenge the finance minister to address the issue”"", ""NAV and Svalbard"", ""Received More Than NOK 300,000 in Back Pay"", ""“There are other places where cuts can be made without hurting children and young people”"", ""On Nav in Svalbard"", ""“The Number of Completely Unemployed Is Rising Sharply”"", ""“Very Distressing”"", ""Has the Country’s Highest Unemployment"", ""Lost Her Right to Unemployment Benefits Last Year"", ""38 fewer unemployed in June"", ""“The state gives and the state takes”"", ""Two New Employees with Valuable Experience"", ""Too Few People Visiting the Tveter Exhibition"", ""Financial Blow for New Gallery—Rent More Than Doubles"", ""“Help us improve”"", ""The Facebook community""]",NAV unemployment benefit cases,approved,Generated English label approved.
p_89,56,COVID-19 economic relief,True,medium,"The cluster primarily covers pandemic-era income support, unemployment benefits, emergency grants, repatriation aid, fee relief, and business restructuring funds. Many articles focus specifically on furloughed third-country nationals, while a few address adjacent residency and employee-welfare policies.",gpt-5.6-sol,contextual-cluster-label-v1,99ce17e7fee4b7d83b6a6ac63cac1f62877bf7207624c36dd185a7974a7a4769,"[""“Cannot be locked into one solution straight away”"", ""We stand together"", ""His wife is stuck on Svalbard"", ""“This will be no ordinary summer”"", ""Proposes Mandatory Employee Insurance on Svalbard"", ""“Parliament must fund a solution”"", ""Eight have received repatriation grants"", ""Worried about what happens when crisis support ends"", ""14 Have Received Travel Grants"", ""Two apply for repatriation grant"", ""Emergency Assistance Scheme in Place"", ""NOK 7 Million in Crisis Aid for Foreigners on Svalbard"", ""“Forcing Foreigners Out”"", ""One Applicant for the Svalbard Package"", ""Svalbard unemployment benefits cost NOK 4.5 million a month"", ""Road Fee Payment Deadline Postponed Until Autumn"", ""Svalbard society during the coronavirus crisis—what now?"", ""Emergency money coming soon"", ""“Glad to Contribute”"", ""Working to extend emergency support""]",COVID-19 economic relief,approved,Generated English label approved.
p_9,40,Film and television,True,high,"The articles consistently concern film and television connected to Svalbard, including location shoots, documentaries and drama series, production permits, local filmmakers, screenings, awards, and film festivals.",gpt-5.6-sol,contextual-cluster-label-v1,459a7d38cda77e809b1e23689bb86bb5f57430590e83164d30659b7ca51074d7,"[""“Svalbard Is Made for the Big Screen”"", ""Nominated for an Amandus award with the film “Amanda”"", ""Svalbard resident wins two awards at the Amandus Festival"", ""Forced to Make Nature Films Elsewhere Than Svalbard"", ""Svalbard Residents to Star in BBC Documentary"", ""Two days of film festival"", ""Enjoyed a film festival"", ""“We Hope to Provoke and Spark Debate”"", ""Nominated at Two Film Festivals"", ""Completed film in memory of his friend"", ""Polar-bear filmmaker denied permission"", ""Geopolitical Drama Now Being Made into a Film"", ""Actors for a Day"", ""Parts of “Mission: Impossible” to be filmed in Svalbard"", ""Not allowed to film “Mission: Impossible” on Svalbard"", ""First scenes of new Superman film shot in Adventdalen"", ""Warm welcome for “Frozen Planet II”"", ""Drama Series to Be Filmed in Longyearbyen"", ""– Not a Classic Documentary"", ""Travelling with a murderous psychopath""]",Film and television,approved,Generated English label approved.
